,id,listing_url,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,price,availability_30,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,reviews_per_month,BezirkeNbr,Zip
1799,6566899,https://www.airbnb.com/rooms/6566899,Landstraße,48.19828,16.40311,Entire home/apt,3,1.0,2.0,51.0,0,45,88.0,f,moderate,0.86,3.,1030 Wien
1800,6569001,https://www.airbnb.com/rooms/6569001,Margareten,48.19551,16.35582,Private room,2,1.0,1.0,39.0,0,59,96.0,t,flexible,1.09,5.,1050 Wien
1801,6578690,https://www.airbnb.com/rooms/6578690,Donaustadt,48.21452,16.51383,Private room,12,5.0,6.0,120.0,22,20,95.0,f,moderate,0.37,22.,1220 Wien
1804,6615680,https://www.airbnb.com/rooms/6615680,Josefstadt,48.21192,16.34149,Entire home/apt,2,1.0,1.0,50.0,0,2,100.0,f,strict_14_with_grace_period,0.08,8.,1080 Wien
1805,6622863,https://www.airbnb.com/rooms/6622863,Mariahilf,48.19907,16.36066,Entire home/apt,2,1.0,1.0,130.0,7,16,98.0,f,strict_14_with_grace_period,0.84,6.,1060 Wien
1806,6623233,https://www.airbnb.com/rooms/6623233,Neubau,48.20473,16.35223,Entire home/apt,4,2.0,2.0,188.0,5,2,100.0,f,strict_14_with_grace_period,0.04,7.,1070 Wien
1811,6648609,https://www.airbnb.com/rooms/6648609,Alsergrund,48.22876,16.358729999999998,Private room,2,1.0,1.0,40.0,0,8,95.0,f,flexible,0.3,9.,1090 Wien
1813,6666018,https://www.airbnb.com/rooms/6666018,Donaustadt,48.25073,16.438670000000002,Entire home/apt,4,2.0,4.0,55.0,0,30,99.0,f,strict_14_with_grace_period,0.56,22.,1220 Wien
1814,6667309,https://www.airbnb.com/rooms/6667309,Alsergrund,48.21565,16.35073,Entire home/apt,2,1.0,1.0,300.0,0,8,88.0,f,strict_14_with_grace_period,0.15,9.,1090 Wien
1815,6668343,https://www.airbnb.com/rooms/6668343,Neubau,48.20092,16.34838,Entire home/apt,2,1.0,1.0,100.0,17,28,98.0,f,moderate,0.55,7.,1070 Wien
1816,6668590,https://www.airbnb.com/rooms/6668590,Neubau,48.202290000000005,16.350260000000002,Entire home/apt,4,2.0,2.0,160.0,2,14,99.0,f,moderate,0.27,7.,1070 Wien
1817,6672946,https://www.airbnb.com/rooms/6672946,Josefstadt,48.20776,16.347070000000002,Entire home/apt,3,1.0,2.0,67.0,0,101,97.0,t,moderate,1.95,8.,1080 Wien
1818,6676821,https://www.airbnb.com/rooms/6676821,Donaustadt,48.22553,16.42315,Entire home/apt,4,1.0,1.0,75.0,0,2,90.0,f,moderate,0.06,22.,1220 Wien
1819,6685721,https://www.airbnb.com/rooms/6685721,Rudolfsheim-Fünfhaus,48.18804,16.335829999999998,Entire home/apt,4,2.0,2.0,120.0,0,14,94.0,f,flexible,0.26,15.,1150 Wien
1820,6687733,https://www.airbnb.com/rooms/6687733,Ottakring,48.217420000000004,16.30668,Private room,2,1.0,1.0,34.0,0,87,100.0,f,strict_14_with_grace_period,1.62,16.,1160 Wien
1821,6691046,https://www.airbnb.com/rooms/6691046,Landstraße,48.21013,16.38997,Entire home/apt,4,1.0,2.0,52.0,2,481,91.0,t,moderate,8.87,3.,1030 Wien
1822,6698018,https://www.airbnb.com/rooms/6698018,Favoriten,48.17512,16.36733,Private room,2,1.0,1.0,18.0,0,2,100.0,f,strict_14_with_grace_period,0.04,10.,1100 Wien
1825,6714037,https://www.airbnb.com/rooms/6714037,Wieden,48.19236,16.3654,Entire home/apt,8,2.0,3.0,78.0,0,82,95.0,t,strict_14_with_grace_period,1.52,4.,1040 Wien
1827,6722660,https://www.airbnb.com/rooms/6722660,Floridsdorf,48.26808,16.38735,Private room,5,2.0,3.0,46.0,20,28,89.0,f,moderate,0.52,21.,1210 Wien
1828,6725168,https://www.airbnb.com/rooms/6725168,Meidling,48.17587,16.33236,Entire home/apt,3,1.0,2.0,70.0,5,36,97.0,f,moderate,0.7,12.,1120 Wien
1829,6728676,https://www.airbnb.com/rooms/6728676,Innere Stadt,48.206379999999996,16.3688,Entire home/apt,4,1.0,1.0,110.0,1,209,96.0,t,moderate,3.9,1.,1010 Wien
1831,6733984,https://www.airbnb.com/rooms/6733984,Neubau,48.20252,16.34897,Entire home/apt,2,1.0,1.0,100.0,16,32,100.0,t,moderate,0.62,7.,1070 Wien
1832,6734327,https://www.airbnb.com/rooms/6734327,Landstraße,48.20534,16.39023,Entire home/apt,6,1.0,2.0,89.0,11,124,99.0,t,moderate,2.37,3.,1030 Wien
1833,6734489,https://www.airbnb.com/rooms/6734489,Ottakring,48.21352,16.30892,Entire home/apt,4,1.0,1.0,60.0,0,1,60.0,f,flexible,0.02,16.,1160 Wien
1834,6738790,https://www.airbnb.com/rooms/6738790,Donaustadt,48.214259999999996,16.513679999999997,Private room,2,1.0,1.0,20.0,8,39,97.0,f,moderate,0.73,22.,1220 Wien
1835,6751900,https://www.airbnb.com/rooms/6751900,Mariahilf,48.1964,16.347579999999997,Entire home/apt,4,2.0,2.0,120.0,0,35,98.0,f,moderate,0.66,6.,1060 Wien
1837,6755034,https://www.airbnb.com/rooms/6755034,Wieden,48.19068,16.37379,Entire home/apt,2,1.0,1.0,80.0,18,5,96.0,f,strict_14_with_grace_period,0.22,4.,1040 Wien
1840,6775911,https://www.airbnb.com/rooms/6775911,Mariahilf,48.19804,16.3553,Entire home/apt,7,3.0,7.0,150.0,0,26,92.0,f,moderate,0.49,6.,1060 Wien
1842,6787049,https://www.airbnb.com/rooms/6787049,Währing,48.23107,16.33149,Private room,1,1.0,1.0,17.0,0,128,98.0,f,moderate,2.37,18.,1180 Wien
1843,6788182,https://www.airbnb.com/rooms/6788182,Margareten,48.19311,16.35641,Entire home/apt,4,1.0,2.0,75.0,13,13,98.0,f,strict_14_with_grace_period,3.45,5.,1050 Wien
1844,6788584,https://www.airbnb.com/rooms/6788584,Josefstadt,48.21201,16.35434,Private room,2,1.0,1.0,55.0,0,83,96.0,f,moderate,1.54,8.,1080 Wien
1845,6790703,https://www.airbnb.com/rooms/6790703,Donaustadt,48.24928,16.43909,Entire home/apt,4,1.0,4.0,50.0,1,27,96.0,t,strict_14_with_grace_period,0.52,22.,1220 Wien
1847,6803067,https://www.airbnb.com/rooms/6803067,Josefstadt,48.211929999999995,16.34611,Entire home/apt,4,1.0,2.0,77.0,13,205,99.0,t,strict_14_with_grace_period,3.84,8.,1080 Wien
1849,6803802,https://www.airbnb.com/rooms/6803802,Innere Stadt,48.213159999999995,16.372989999999998,Entire home/apt,10,4.0,7.0,450.0,10,29,88.0,t,moderate,0.56,1.,1010 Wien
1850,6807634,https://www.airbnb.com/rooms/6807634,Alsergrund,48.22504,16.351210000000002,Private room,2,1.0,1.0,50.0,0,15,93.0,f,strict_14_with_grace_period,0.3,9.,1090 Wien
1851,6817419,https://www.airbnb.com/rooms/6817419,Ottakring,48.213229999999996,16.33435,Private room,1,1.0,1.0,30.0,0,2,90.0,f,flexible,0.04,16.,1160 Wien
1853,6829110,https://www.airbnb.com/rooms/6829110,Währing,48.21993,16.34189,Private room,2,1.0,1.0,25.0,0,17,100.0,t,moderate,0.32,18.,1180 Wien
1854,6839458,https://www.airbnb.com/rooms/6839458,Favoriten,48.17603,16.37906,Entire home/apt,4,1.0,1.0,69.0,0,1,100.0,f,moderate,0.02,10.,1100 Wien
1855,6839896,https://www.airbnb.com/rooms/6839896,Landstraße,48.19865,16.38286,Private room,3,2.0,1.0,38.0,15,91,96.0,f,moderate,1.7,3.,1030 Wien
1857,6843346,https://www.airbnb.com/rooms/6843346,Favoriten,48.17601,16.39035,Entire home/apt,4,1.0,2.0,44.0,0,3,87.0,f,moderate,0.06,10.,1100 Wien
1858,6844604,https://www.airbnb.com/rooms/6844604,Mariahilf,48.19122,16.350070000000002,Private room,2,1.0,1.0,30.0,0,3,100.0,f,flexible,0.06,6.,1060 Wien
1859,6849942,https://www.airbnb.com/rooms/6849942,Josefstadt,48.2077,16.35506,Entire home/apt,2,1.0,1.0,70.0,9,89,96.0,f,moderate,1.65,8.,1080 Wien
1860,6850491,https://www.airbnb.com/rooms/6850491,Donaustadt,48.25363,16.43242,Entire home/apt,1,1.0,1.0,30.0,0,2,100.0,f,flexible,0.04,22.,1220 Wien
1861,6858081,https://www.airbnb.com/rooms/6858081,Landstraße,48.20447,16.39535,Entire home/apt,7,2.0,2.0,50.0,10,308,74.0,t,flexible,5.79,3.,1030 Wien
1862,6860941,https://www.airbnb.com/rooms/6860941,Favoriten,48.17098,16.37094,Entire home/apt,4,1.0,2.0,49.0,0,7,97.0,f,strict_14_with_grace_period,0.13,10.,1100 Wien
1863,6861616,https://www.airbnb.com/rooms/6861616,Mariahilf,48.20138,16.36052,Entire home/apt,2,1.0,1.0,95.0,0,3,100.0,t,flexible,0.06,6.,1060 Wien
1864,6862534,https://www.airbnb.com/rooms/6862534,Mariahilf,48.19318,16.35076,Private room,2,1.0,1.0,25.0,6,47,98.0,f,strict_14_with_grace_period,0.87,6.,1060 Wien
1865,6872284,https://www.airbnb.com/rooms/6872284,Leopoldstadt,48.21459,16.37643,Entire home/apt,2,1.0,1.0,99.0,0,11,98.0,f,moderate,0.21,2.,1020 Wien
1867,6878036,https://www.airbnb.com/rooms/6878036,Landstraße,48.20845,16.39366,Entire home/apt,2,1.0,1.0,50.0,0,6,93.0,f,flexible,0.11,3.,1030 Wien
1869,6882133,https://www.airbnb.com/rooms/6882133,Innere Stadt,48.20308,16.36285,Entire home/apt,5,2.0,5.0,98.0,0,8,90.0,t,flexible,0.15,1.,1010 Wien
1872,6892220,https://www.airbnb.com/rooms/6892220,Meidling,48.17897,16.33768,Private room,1,1.0,2.0,15.0,0,2,90.0,t,moderate,0.05,12.,1120 Wien
1873,6896407,https://www.airbnb.com/rooms/6896407,Wieden,48.192370000000004,16.36465,Private room,2,1.0,1.0,29.0,0,3,93.0,f,flexible,0.06,4.,1040 Wien
1874,6904202,https://www.airbnb.com/rooms/6904202,Margareten,48.187059999999995,16.356820000000003,Private room,2,1.0,1.0,23.0,0,1,100.0,f,moderate,0.02,5.,1050 Wien
1875,6906157,https://www.airbnb.com/rooms/6906157,Ottakring,48.21458,16.33606,Private room,1,1.0,2.0,30.0,0,33,95.0,f,moderate,0.87,16.,1160 Wien
1876,6913107,https://www.airbnb.com/rooms/6913107,Währing,48.23077,16.33132,Private room,2,1.0,1.0,34.0,0,12,97.0,t,moderate,0.22,18.,1180 Wien
1877,6918216,https://www.airbnb.com/rooms/6918216,Hietzing,48.18363,16.30026,Entire home/apt,2,1.0,2.0,25.0,0,1,40.0,f,flexible,0.02,13.,1130 Wien
1879,6929275,https://www.airbnb.com/rooms/6929275,Landstraße,48.19514,16.4005,Private room,2,1.0,1.0,25.0,0,31,92.0,f,flexible,0.58,3.,1030 Wien
1880,6929502,https://www.airbnb.com/rooms/6929502,Hernals,48.214490000000005,16.32956,Private room,2,1.0,1.0,23.0,0,1,100.0,f,moderate,0.03,17.,1170 Wien
1881,6930705,https://www.airbnb.com/rooms/6930705,Ottakring,48.21682,16.31607,Entire home/apt,3,1.0,1.0,67.0,0,33,94.0,f,moderate,0.64,16.,1160 Wien
1882,6934835,https://www.airbnb.com/rooms/6934835,Margareten,48.1908,16.35765,Entire home/apt,2,1.0,1.0,79.0,0,9,100.0,f,moderate,0.18,5.,1050 Wien
1883,6941627,https://www.airbnb.com/rooms/6941627,Margareten,48.18383,16.351760000000002,Entire home/apt,5,2.0,5.0,39.0,10,15,80.0,f,strict_14_with_grace_period,0.29,5.,1050 Wien
1885,6942948,https://www.airbnb.com/rooms/6942948,Landstraße,48.191390000000006,16.387220000000003,Entire home/apt,4,2.0,3.0,80.0,25,75,97.0,f,moderate,1.43,3.,1030 Wien
1887,6949137,https://www.airbnb.com/rooms/6949137,Josefstadt,48.21069,16.35374,Private room,2,1.0,1.0,59.0,8,146,96.0,t,strict_14_with_grace_period,2.73,8.,1080 Wien
1888,6952907,https://www.airbnb.com/rooms/6952907,Neubau,48.203959999999995,16.34755,Private room,4,1.0,2.0,40.0,0,10,84.0,f,moderate,0.19,7.,1070 Wien
1890,6963854,https://www.airbnb.com/rooms/6963854,Rudolfsheim-Fünfhaus,48.19048,16.3369,Private room,3,1.0,2.0,20.0,0,1,100.0,f,flexible,0.02,15.,1150 Wien
1891,6965125,https://www.airbnb.com/rooms/6965125,Neubau,48.20442,16.338260000000002,Entire home/apt,6,3.0,3.0,100.0,0,3,80.0,f,moderate,0.06,7.,1070 Wien
1892,6965960,https://www.airbnb.com/rooms/6965960,Brigittenau,48.229890000000005,16.374000000000002,Entire home/apt,4,2.0,2.0,29.0,0,1,100.0,f,strict_14_with_grace_period,0.02,20.,1200 Wien
1894,6977422,https://www.airbnb.com/rooms/6977422,Währing,48.22103,16.34217,Entire home/apt,4,2.0,2.0,40.0,0,3,93.0,t,moderate,0.06,18.,1180 Wien
1896,6981461,https://www.airbnb.com/rooms/6981461,Neubau,48.202890000000004,16.34235,Private room,1,1.0,1.0,19.0,0,6,87.0,f,flexible,0.11,7.,1070 Wien
1897,6982316,https://www.airbnb.com/rooms/6982316,Innere Stadt,48.207640000000005,16.38021,Entire home/apt,6,2.0,6.0,125.0,10,18,96.0,t,strict_14_with_grace_period,0.5,1.,1010 Wien
1898,6982860,https://www.airbnb.com/rooms/6982860,Ottakring,48.2055,16.3306,Entire home/apt,4,1.0,2.0,149.0,0,4,85.0,f,strict_14_with_grace_period,0.08,16.,1160 Wien
1899,6985248,https://www.airbnb.com/rooms/6985248,Favoriten,48.17508,16.36654,Entire home/apt,9,3.0,4.0,120.0,15,2,100.0,f,moderate,2.0,10.,1100 Wien
1900,6986931,https://www.airbnb.com/rooms/6986931,Brigittenau,48.23727,16.38048,Private room,3,1.0,1.0,32.0,0,1,100.0,f,flexible,0.02,20.,1200 Wien
1901,6987688,https://www.airbnb.com/rooms/6987688,Neubau,48.20447,16.33858,Entire home/apt,2,1.0,1.0,53.0,3,164,93.0,t,strict_14_with_grace_period,3.1,7.,1070 Wien
1902,6991779,https://www.airbnb.com/rooms/6991779,Neubau,48.20258,16.33879,Entire home/apt,2,1.0,1.0,58.0,0,48,94.0,f,moderate,0.91,7.,1070 Wien
1906,7035773,https://www.airbnb.com/rooms/7035773,Neubau,48.20325,16.35444,Private room,2,1.0,1.0,35.0,0,9,91.0,f,moderate,0.17,7.,1070 Wien
1907,7040965,https://www.airbnb.com/rooms/7040965,Donaustadt,48.2135,16.51332,Private room,3,1.0,2.0,20.0,9,33,98.0,f,moderate,0.62,22.,1220 Wien
1908,7041156,https://www.airbnb.com/rooms/7041156,Mariahilf,48.20091,16.36017,Entire home/apt,2,1.0,2.0,53.0,0,13,91.0,f,flexible,0.25,6.,1060 Wien
1909,7041252,https://www.airbnb.com/rooms/7041252,Wieden,48.18858,16.37013,Entire home/apt,2,1.0,1.0,50.0,0,34,88.0,t,moderate,0.64,4.,1040 Wien
1910,7041990,https://www.airbnb.com/rooms/7041990,Donaustadt,48.21459,16.51173,Private room,3,1.0,2.0,20.0,9,42,98.0,f,moderate,0.95,22.,1220 Wien
1911,7042175,https://www.airbnb.com/rooms/7042175,Donaustadt,48.21454,16.51176,Private room,2,1.0,1.0,20.0,10,16,94.0,f,moderate,0.31,22.,1220 Wien
1913,7042775,https://www.airbnb.com/rooms/7042775,Donaustadt,48.21448,16.51184,Private room,5,2.0,3.0,40.0,29,13,95.0,f,moderate,0.25,22.,1220 Wien
1914,7045045,https://www.airbnb.com/rooms/7045045,Währing,48.22315,16.34323,Private room,2,1.0,1.0,34.0,0,19,97.0,f,flexible,0.36,18.,1180 Wien
1915,7046681,https://www.airbnb.com/rooms/7046681,Mariahilf,48.19835,16.35262,Entire home/apt,2,1.0,1.0,39.0,0,44,96.0,t,moderate,0.83,6.,1060 Wien
1916,7047405,https://www.airbnb.com/rooms/7047405,Margareten,48.19126,16.36205,Entire home/apt,1,1.0,1.0,45.0,0,26,99.0,t,moderate,0.52,5.,1050 Wien
1917,7050520,https://www.airbnb.com/rooms/7050520,Neubau,48.2007,16.3443,Private room,1,1.0,1.0,18.0,0,3,87.0,f,strict_14_with_grace_period,0.06,7.,1070 Wien
1918,7051237,https://www.airbnb.com/rooms/7051237,Donaustadt,48.21423,16.5119,Private room,2,1.0,1.0,18.0,7,63,98.0,f,moderate,1.18,22.,1220 Wien
1919,7051407,https://www.airbnb.com/rooms/7051407,Donaustadt,48.21349,16.512610000000002,Private room,4,2.0,2.0,40.0,29,2,100.0,f,moderate,0.04,22.,1220 Wien
1920,7054327,https://www.airbnb.com/rooms/7054327,Margareten,48.18743,16.35941,Entire home/apt,4,1.0,2.0,55.0,0,16,91.0,f,flexible,0.62,5.,1050 Wien
1921,7056913,https://www.airbnb.com/rooms/7056913,Mariahilf,48.191790000000005,16.3534,Entire home/apt,3,1.0,4.0,89.0,6,311,99.0,f,moderate,5.92,6.,1060 Wien
1922,7058956,https://www.airbnb.com/rooms/7058956,Neubau,48.20013,16.34698,Private room,1,1.0,1.0,25.0,0,8,90.0,f,moderate,0.15,7.,1070 Wien
1924,7068538,https://www.airbnb.com/rooms/7068538,Landstraße,48.19427,16.40906,Entire home/apt,2,1.0,2.0,50.0,5,58,92.0,f,flexible,1.4,3.,1030 Wien
1926,7077143,https://www.airbnb.com/rooms/7077143,Neubau,48.20613,16.35381,Entire home/apt,4,1.0,2.0,98.0,17,113,96.0,f,moderate,2.15,7.,1070 Wien
1927,7079941,https://www.airbnb.com/rooms/7079941,Mariahilf,48.19162,16.34555,Entire home/apt,3,1.0,2.0,62.0,0,1,100.0,f,flexible,0.02,6.,1060 Wien
1928,7087086,https://www.airbnb.com/rooms/7087086,Leopoldstadt,48.21816,16.39989,Entire home/apt,2,1.0,1.0,30.0,7,208,96.0,f,moderate,3.91,2.,1020 Wien
1929,7088996,https://www.airbnb.com/rooms/7088996,Alsergrund,48.22314,16.36599,Private room,1,1.0,1.0,25.0,0,1,100.0,f,flexible,0.02,9.,1090 Wien
1930,7091440,https://www.airbnb.com/rooms/7091440,Landstraße,48.19301,16.40389,Private room,1,1.0,1.0,27.0,0,16,89.0,f,flexible,0.3,3.,1030 Wien
1931,7092860,https://www.airbnb.com/rooms/7092860,Neubau,48.20293,16.34982,Private room,2,1.0,1.0,19.0,0,1,100.0,f,flexible,0.02,7.,1070 Wien
1932,7093079,https://www.airbnb.com/rooms/7093079,Alsergrund,48.222159999999995,16.36119,Private room,2,1.0,1.0,30.0,0,3,93.0,f,strict_14_with_grace_period,0.06,9.,1090 Wien
1933,7093217,https://www.airbnb.com/rooms/7093217,Margareten,48.19304,16.36016,Entire home/apt,2,1.0,1.0,80.0,0,45,95.0,t,moderate,0.85,5.,1050 Wien
1934,7100755,https://www.airbnb.com/rooms/7100755,Alsergrund,48.22587,16.36167,Entire home/apt,2,1.0,2.0,39.0,10,95,92.0,f,flexible,1.81,9.,1090 Wien
1936,7106526,https://www.airbnb.com/rooms/7106526,Leopoldstadt,48.21736,16.37893,Private room,2,1.0,1.0,40.0,0,4,90.0,f,moderate,0.11,2.,1020 Wien
1937,7109869,https://www.airbnb.com/rooms/7109869,Josefstadt,48.20939,16.34631,Entire home/apt,2,1.0,1.0,50.0,0,14,97.0,t,strict_14_with_grace_period,0.26,8.,1080 Wien
1939,7112144,https://www.airbnb.com/rooms/7112144,Neubau,48.20147,16.34769,Entire home/apt,3,1.0,2.0,65.0,0,4,95.0,f,moderate,0.08,7.,1070 Wien
1941,7118843,https://www.airbnb.com/rooms/7118843,Währing,48.221759999999996,16.33785,Private room,1,1.0,2.0,21.0,0,7,94.0,f,moderate,0.13,18.,1180 Wien
1944,7151375,https://www.airbnb.com/rooms/7151375,Donaustadt,48.21318,16.51369,Private room,5,2.0,3.0,40.0,29,7,93.0,f,moderate,0.13,22.,1220 Wien
1945,7155637,https://www.airbnb.com/rooms/7155637,Leopoldstadt,48.21719,16.38985,Private room,1,1.0,1.0,35.0,14,16,95.0,f,moderate,0.3,2.,1020 Wien
1946,7159519,https://www.airbnb.com/rooms/7159519,Wieden,48.19766,16.36798,Entire home/apt,4,2.0,2.0,60.0,2,142,89.0,t,strict_14_with_grace_period,2.68,4.,1040 Wien
1950,7168854,https://www.airbnb.com/rooms/7168854,Leopoldstadt,48.21995,16.397129999999997,Entire home/apt,4,2.0,2.0,42.0,14,38,89.0,f,strict_14_with_grace_period,0.79,2.,1020 Wien
1953,7170808,https://www.airbnb.com/rooms/7170808,Landstraße,48.18804,16.38583,Private room,2,1.0,1.0,30.0,0,2,100.0,f,flexible,0.04,3.,1030 Wien
1954,7173386,https://www.airbnb.com/rooms/7173386,Innere Stadt,48.2146,16.37142,Entire home/apt,3,1.0,2.0,90.0,0,145,99.0,f,moderate,2.76,1.,1010 Wien
1955,7174942,https://www.airbnb.com/rooms/7174942,Margareten,48.19229,16.3588,Entire home/apt,2,1.0,1.0,55.0,8,166,89.0,t,strict_14_with_grace_period,3.16,5.,1050 Wien
1957,7185591,https://www.airbnb.com/rooms/7185591,Favoriten,48.17403,16.37163,Private room,1,1.0,1.0,15.0,0,1,100.0,t,flexible,0.04,10.,1100 Wien
1958,7186297,https://www.airbnb.com/rooms/7186297,Wieden,48.18899999999999,16.365470000000002,Private room,2,1.0,1.0,24.0,0,7,94.0,f,flexible,0.13,4.,1040 Wien
1959,7187941,https://www.airbnb.com/rooms/7187941,Währing,48.22392,16.33515,Entire home/apt,2,1.0,1.0,39.0,0,23,91.0,f,flexible,0.44,18.,1180 Wien
1960,7196685,https://www.airbnb.com/rooms/7196685,Neubau,48.20491,16.34136,Entire home/apt,4,1.0,2.0,69.0,11,101,82.0,t,strict_14_with_grace_period,2.02,7.,1070 Wien
1962,7198581,https://www.airbnb.com/rooms/7198581,Alsergrund,48.221090000000004,16.36426,Private room,2,1.0,1.0,28.0,0,1,80.0,f,flexible,0.02,9.,1090 Wien
1963,7203598,https://www.airbnb.com/rooms/7203598,Leopoldstadt,48.21396,16.37754,Entire home/apt,2,1.0,1.0,60.0,5,25,96.0,f,strict_14_with_grace_period,0.48,2.,1020 Wien
1965,7208023,https://www.airbnb.com/rooms/7208023,Döbling,48.237809999999996,16.3457,Private room,2,1.0,1.0,29.0,0,9,96.0,f,flexible,0.17,19.,1190 Wien
1967,7214461,https://www.airbnb.com/rooms/7214461,Rudolfsheim-Fünfhaus,48.199459999999995,16.33292,Hotel room,3,1.0,1.0,50.0,18,123,90.0,t,strict_14_with_grace_period,2.33,15.,1150 Wien
1968,7229201,https://www.airbnb.com/rooms/7229201,Döbling,48.237790000000004,16.34608,Private room,1,1.0,1.0,25.0,0,1,100.0,f,flexible,0.02,19.,1190 Wien
1969,7236535,https://www.airbnb.com/rooms/7236535,Leopoldstadt,48.21975,16.38201,Entire home/apt,2,1.0,1.0,85.0,0,6,100.0,f,strict_14_with_grace_period,0.19,2.,1020 Wien
1970,7240076,https://www.airbnb.com/rooms/7240076,Margareten,48.18466,16.34817,Private room,2,1.0,1.0,38.0,10,63,98.0,t,moderate,1.45,5.,1050 Wien
1971,7245412,https://www.airbnb.com/rooms/7245412,Margareten,48.18349,16.34948,Entire home/apt,2,1.0,1.0,46.0,0,3,87.0,f,flexible,0.06,5.,1050 Wien
1973,7263806,https://www.airbnb.com/rooms/7263806,Landstraße,48.20032,16.38305,Entire home/apt,4,1.0,3.0,75.0,1,35,95.0,t,strict_14_with_grace_period,2.75,3.,1030 Wien
1974,7267844,https://www.airbnb.com/rooms/7267844,Alsergrund,48.223,16.35206,Entire home/apt,7,2.0,7.0,99.0,7,214,97.0,t,moderate,4.05,9.,1090 Wien
1976,7269170,https://www.airbnb.com/rooms/7269170,Josefstadt,48.20633,16.35148,Entire home/apt,2,1.0,1.0,65.0,0,25,93.0,f,strict_14_with_grace_period,0.48,8.,1080 Wien
1978,7273656,https://www.airbnb.com/rooms/7273656,Landstraße,48.21123,16.39357,Private room,2,1.0,1.0,35.0,0,77,95.0,f,flexible,1.96,3.,1030 Wien
1979,7276568,https://www.airbnb.com/rooms/7276568,Rudolfsheim-Fünfhaus,48.191759999999995,16.33391,Private room,1,1.0,1.0,39.0,9,17,99.0,f,moderate,0.32,15.,1150 Wien
1980,7291685,https://www.airbnb.com/rooms/7291685,Ottakring,48.21318,16.335820000000002,Private room,3,1.0,2.0,35.0,13,20,92.0,f,flexible,0.42,16.,1160 Wien
1981,7294940,https://www.airbnb.com/rooms/7294940,Mariahilf,48.19165,16.34331,Entire home/apt,5,1.0,3.0,75.0,16,41,92.0,t,strict_14_with_grace_period,0.79,6.,1060 Wien
1982,7297842,https://www.airbnb.com/rooms/7297842,Neubau,48.20321,16.35354,Private room,2,1.0,1.0,40.0,0,3,100.0,f,flexible,0.07,7.,1070 Wien
1984,7298392,https://www.airbnb.com/rooms/7298392,Mariahilf,48.1914,16.34791,Private room,1,1.0,1.0,14.0,0,2,100.0,f,moderate,0.05,6.,1060 Wien
1985,7312021,https://www.airbnb.com/rooms/7312021,Rudolfsheim-Fünfhaus,48.19019,16.33193,Entire home/apt,2,1.0,1.0,55.0,4,105,97.0,t,strict_14_with_grace_period,2.04,15.,1150 Wien
1989,7317620,https://www.airbnb.com/rooms/7317620,Leopoldstadt,48.2241,16.40292,Entire home/apt,2,1.0,1.0,62.0,5,13,85.0,t,moderate,0.26,2.,1020 Wien
1990,7323841,https://www.airbnb.com/rooms/7323841,Landstraße,48.18963,16.389,Entire home/apt,4,2.0,2.0,95.0,20,84,94.0,f,moderate,1.6,3.,1030 Wien
1991,7323940,https://www.airbnb.com/rooms/7323940,Mariahilf,48.19594,16.35037,Private room,2,1.0,1.0,29.0,0,13,85.0,f,flexible,0.25,6.,1060 Wien
1993,7338231,https://www.airbnb.com/rooms/7338231,Rudolfsheim-Fünfhaus,48.18951,16.32476,Entire home/apt,10,2.0,6.0,236.0,4,26,92.0,t,flexible,0.53,15.,1150 Wien
1994,7338964,https://www.airbnb.com/rooms/7338964,Leopoldstadt,48.22118,16.40005,Entire home/apt,2,1.0,2.0,59.0,12,158,94.0,f,strict_14_with_grace_period,2.99,2.,1020 Wien
1996,7353294,https://www.airbnb.com/rooms/7353294,Alsergrund,48.22488,16.35156,Entire home/apt,4,2.0,3.0,60.0,0,15,94.0,f,strict_14_with_grace_period,0.31,9.,1090 Wien
1999,7362913,https://www.airbnb.com/rooms/7362913,Neubau,48.20414,16.34068,Entire home/apt,3,1.0,1.0,58.0,0,45,90.0,t,strict_14_with_grace_period,0.88,7.,1070 Wien
